company_name,industry,main_products
비엘팜텍,음·식료품 및 담배 도매업,건강보조식품 등
대호에이엘,1차 비철금속 제조업,"알루미늄 환절판 제조,도매,무역"
대웅제약,의약품 제조업,"양약,의료기기 제조/화장품,의약부의품 도소매/부동산 임대"
플래스크,실내건축 및 건축마무리 공사업,실내건축 등
마니커,"도축, 육류 가공 및 저장 처리업","닭고기,햄,계육가공제품,계육,육가공제품 제조,판매,유통/양계관련사업/부동산임대/수출입대행"
SNT홀딩스,기타 금융업,"지배,경영지도,정리,육성"
티케이지휴켐스,기타 화학제품 제조업,"화합물,화학제품 제조"
새로닉스,전자부품 제조업,"광학시트, FFC"
SJG세종,자동차 신품 부품 제조업,"자동차부품,자동차소음기(머플러),배기가스정화기,배기계통부품 제조"
오리엔트정공,자동차 신품 부품 제조업,"하우징, 리테이너베어링"
에이전트AI,전기업,풍력 및 태양광 발전업
국보디자인,실내건축 및 건축마무리 공사업,인테리어디자인
아이톡시,소프트웨어 개발 및 공급업,게임
에스아이리소스,기타 화학제품 제조업,유연탄
포니링크,"섬유, 의복, 신발 및 가죽제품 소매업",의류제품
포스코스틸리온,1차 철강 제조업,"용융아연도금강판,용융알루미늄도금강판,칼라도장강판,냉연강판 가공,제조,도매"
폴라리스AI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","TRS통신, Kipling Bag외"
현대바이오,기타 화학제품 제조업,화장품 및 화장품원료
삼성출판사,"서적, 잡지 및 기타 인쇄물 출판업","서적 출판,인쇄,소매/부동산 임대"
세이브존I&C,종합 소매업,"대형할인점(백화점)/부동산 임대/주차장,문화센터 운영"
에스피지,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",소형 Geared Motor
토탈소프트,소프트웨어 개발 및 공급업,해운물류소프트웨어 (CATOS 등)
교보증권,금융 지원 서비스업,"유가증권 매매,중개,대리,인수"
서호전기,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","항만크레인,구동전기장치"
파커스,고무제품 제조업,"프린터 부품, LED 조명기기,및 헬스케어 제품 제조업체"
한샘,생활용품 도매업,"주방가구(씽크대),인테리어가구 판매,제조/주택신축판매"
HC홈센타,기타 전문 도매업,"건축자재,레미콘"
코스리거글로벌,기타 전문 도매업,의약품 도매 및 화장품 도소매
아비코전자,전자부품 제조업,"인덕터, 저항기"
큐렉소,기타 상품 전문 소매업,"만화단행본, 정기간행물"
제이케이시냅스,기타 화학제품 제조업,화학제품 및 전자재료
우원개발,기반조성 및 시설물 축조관련 전문공사업,토공사
티사이언티픽,소프트웨어 개발 및 공급업,모바일쿠폰
인선이엔티,폐기물 처리업,건축폐기물처리
와이어블,전기 통신업,공용기지국건설/관리
SM Life Design,기록매체 복제업,"추첨식복권 제조, 일반출판 인쇄, CD ·DVD 복제"
우신시스템,특수 목적용 기계 제조업,"자동차차체자동설비, 2차전지설비, 자동차부품"
지어소프트,소프트웨어 개발 및 공급업,"Mobile Solution & Platform, Internet GIS, Mobile Service"
지엔코,봉제의복 제조업,"캐쥬얼의류(Thursday Island, TI FOR MEN)"
셀루메드,기초 의약물질 제조업,"의료기기, 바이오시밀러 및 헬스케어사업"
KH바텍,전자부품 제조업,"휴대폰부품(SHIELD, BRACKET)"
알에프텍,통신 및 방송 장비 제조업,"핸드폰 충전기, 핸즈프리"
에스폴리텍,플라스틱제품 제조업,유무선 통신용 소프트웨어
이랜텍,전자부품 제조업,Battery Pack
ES큐브,생활용품 도매업,"텐트, 원 ·부자재"
케이피티유,"섬유, 의복, 신발 및 가죽제품 소매업","Vacuum Treatment, Plasma Surface Treatment"
3S,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",반도체 웨이퍼 캐리어
LG전자,통신 및 방송 장비 제조업,"이동통신단말기,C-TV,V.C.R.,컴퓨터,완전평면 TV,플라즈마 디스플레이 패널 TV,전자제품(세탁기외),CDMA(코드분할다중접속)이동통신,전자교환기,전송기기"
화일약품,의약품 제조업,의약품 원료
오상자이엘,소프트웨어 개발 및 공급업,CATIA Solution
콜마홀딩스,기타 금융업,"경영컨설팅,무역,과학및기술서비스업,도매"
NH농우바이오,작물 재배업,"고추, 수박, 참외(메론), 오이, 호박, 무, 배추 등"
케이엘넷,전기 통신업,EC/EDI
SNT모티브,자동차 신품 부품 제조업,"자동차부품(서스펜션모듈,전장품,속옵서버,에어백,트로틀바디,너클),방산품(총포) 제조,도매"
에스티아이,특수 목적용 기계 제조업,"Chemical 중앙공급시스템(C.C.S.S), 세정·식각시스템"
잉크테크,기타 화학제품 제조업,"잉크젯프린터용 잉크카트리지, 재충전 잉크"
대한뉴팜,의약품 제조업,"동물약품,인체약품"
씨티씨바이오,의약품 제조업,"동물용항병원성제품, 생균효소제"
인탑스,통신 및 방송 장비 제조업,"휴대용단말기 부품, 가전 부품, 자동차 부품, 의료기기 제품, 로봇 관련 제품 제조 등"
LS마린솔루션,전기 및 통신 공사업,해저케이블등의 건설 및 유지보수 업무
피씨디렉트,기계장비 및 관련 물품 도매업,"스토리지(HDD), 프로세서(CPU), Memory, Monitor등"
광주신세계,종합 소매업,백화점
구영테크,자동차 신품 부품 제조업,엔진 브라켓(Engine Bracket) 등
한국기업평가,기타 사업지원 서비스업,"신용평가, 컨설팅, 위험관리솔루션"
뉴보텍,플라스틱제품 제조업,"고강성 PVC DC, HDPE 등"
동양에스텍,1차 철강 제조업,"열연박판, 열연후판, 무늬강판"
백금T&A,통신 및 방송 장비 제조업,레이더디텍터
고려신용정보,기타 사업지원 서비스업,"채권추심, 신용조사"
서울반도체,반도체 제조업,"Display, Chip LED, Lamp"
아가방컴퍼니,생활용품 도매업,유아용 의류 및 용품
한주에이알티,"영화, 비디오물, 방송프로그램 제작 및 배급업","컴퓨터, 복사기 등의 부품"
미코,반도체 제조업,반도체 및 디스플레이 부품 제조
유신,"건축기술, 엔지니어링 및 관련 기술 서비스업",토목설계 및 감리
프럼파스트,플라스틱제품 제조업,주택건설용 플라스틱 배관
한국컴퓨터,전자부품 제조업,PCB Assembly (PBA)
대동스틸,기타 전문 도매업,"열연박판, 후판, 무늬강판 외"
링네트,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",네트워크 구축(Network Integration)
크레오에스지,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","시스템통합, 지능형교통시스템"
팬스타엔터프라이즈,일반 목적용 기계 제조업,자동차 정비용 리프트
한빛소프트,소프트웨어 개발 및 공급업,"게임(스타크래프트 등), 교육, 솔루션"
일진디스플,반도체 제조업,"박막액정표시장치(TFT-LCD) 패널,LT(리튬탄탈에이트)웨이퍼,분말야금제품(초고압용공구),보석다이아몬드 제조,판매/종합건설"
NHN KCP,금융 지원 서비스업,전자결제서비스업
CNT85,건물 건설업,산업설비 제조외
금강철강,1차 철강 제조업,"냉연압연강판, 산세코일"
스타코링크,선박 및 보트 건조업,"모바일게임(열혈강호,검과마법)"
SY동아,고무제품 제조업,자동차용 고무부품
비츠로시스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","원방감시제어시스템, 분산제어시스템"
오리엔탈정공,일반 목적용 기계 제조업,선박용 기계제품(크레인 등)
웰킵스하이텍,반도체 제조업,"DRIVER-IC,DDI Package,트랜스포머,코일"
SFA,특수 목적용 기계 제조업,"디스플레이, 2차전지, 반도체 제조설비 및 공장자동화기기"
리노공업,전자부품 제조업,"리노핀, 반도체 소켓 등"
성우테크론,전자부품 제조업,"리드프레임,반도체검사장비"
신화인터텍,플라스틱제품 제조업,디스플레이 BLU용 광학필름
엑사이엔씨,실내건축 및 건축마무리 공사업,실내건축 공사업
피에이치에이,자동차 신품 부품 제조업,"자동차용 도어랫치, 도어힌지"
종근당바이오,의약품 제조업,"의약품,원료의약품 제조"
APS,기타 금융업,인터넷 트래픽 솔루션
코위버,통신 및 방송 장비 제조업,"가입가계 가입자계 광단국장치,SONs-51,OMS-155M,OCSU,E2 가입자 전송장비,SDS-2500 등"
성호전자,전자부품 제조업,"전원공급장치,필름콘덴서"
YW,상품 종합 도매업,도소매
삼영엠텍,"구조용 금속제품, 탱크 및 증기발생기 제조업","구조용 특수장치, 교량부품"
이니텍,소프트웨어 개발 및 공급업,정보보안 및 인증솔루션
유진로봇,특수 목적용 기계 제조업,"청소로봇, 완구류외"
태웅,기타 금속 가공제품 제조업,자유형단조품
경남제약,의약품 제조업,의약품
삼보모터스,자동차 신품 부품 제조업,증명서 자동발급기
한컴위드,소프트웨어 개발 및 공급업,전자상거래 보안 솔루션
코미팜,의약품 제조업,동물약품
프리엠스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","건설장비용 전장품,제어기"
코나아이,소프트웨어 개발 및 공급업,"전자화폐, 단말기, 수집/정산시스템"
메디콕스,선박 및 보트 건조업,XML/SGML 관련 제품 및 솔루션
더테크놀로지,기타 전문 도매업,"바이오리엑터(Bioreactor, 생물반응기)"
비트플래닛,소프트웨어 개발 및 공급업,"SI, 소프트웨어"
지에스이,연료용 가스 제조 및 배관공급업,도시가스
아이디스홀딩스,기타 전문 서비스업,비금융지주회사
코데즈컴바인,봉제의복 제조업,패션의류
안랩,소프트웨어 개발 및 공급업,바이러스백신 프로그램
신한지주,기타 금융업,금융지주회사
YTN,"영화, 비디오물, 방송프로그램 제작 및 배급업",광고/협찬 및 프로그램 제작
CMG제약,의약품 제조업,의약품
JYP Ent.,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음 관련 제품
KCC건설,건물 건설업,"토목 건축공사, 분양공사"
세동,자동차 신품 부품 제조업,"도어벨트, 몰딩"
프로텍,특수 목적용 기계 제조업,"Dispenser, Tray Feeder, 공압실린더"
액토즈소프트,소프트웨어 개발 및 공급업,온라인 게임 및 모바일 게임
세코닉스,사진장비 및 광학기기 제조업,"모바일용 카메라렌즈, 차량용 카메라 및 광학부품"
바이넥스,의약품 제조업,"정장제, 소화제"
오성첨단소재,플라스틱제품 제조업,"보호, 기능성 필름"
코웨이,그외 기타 개인 서비스업,"렌탈 서비스(정수기,비데, 필터교환 등), 가정용기기 도매,판매,제조,폐기물처리설비,수출(정수기,청정기)"
태양,기타 금속 가공제품 제조업,"휴대용 부탄가스, 에어졸캔, 외주수탁품"
오션인더블유,상품 종합 도매업,운송
유아이엘,전자부품 제조업,"스마트폰 기구부품(키버튼,금속부품,부자재,악세서리 등)"
대원미디어,기타 전문 도매업,"캐릭터 사업, 만화영화 제작"
중앙첨단소재,통신 및 방송 장비 제조업,통신장비 등
세아홀딩스,1차 철강 제조업,지주회사/투자 및 경영컨설팅/부동산 임대
CJ프레시웨이,음·식료품 및 담배 도매업,"식자재유통, 단체급식"
파인디앤씨,전자부품 제조업,"CHASSIS , 금형"
디지아이,컴퓨터 및 주변장치 제조업,"잉크젯 플로터, 커팅 플로터"
코텍,영상 및 음향기기 제조업,산업용 모니터
한네트,전기 통신업,"현금서비스, 예금인출"
에스티큐브,기계장비 및 관련 물품 도매업,"전자부품, 정보통신기기, 지능형로봇외"
티에스넥스젠,특수 목적용 기계 제조업,"발전설비 Damper, 전력설비 Busway"
큐로홀딩스,음·식료품 및 담배 소매업,"DTIS, Probe Card, H.F PCB"
피노,일차전지 및 이차전지 제조업,"전구체, 관련 소재"
나라엠앤디,특수 목적용 기계 제조업,"금형,사출 및 판금부품"
에코심플렉스,사업시설 유지·관리 서비스업,"판매시점정보시스템(POS), 금전등록기"
에이텍,일반 목적용 기계 제조업,"PC,모니터"
대아티아이,기타 전기장비 제조업,철도신호제어시스템 등
캠시스,전자부품 제조업,휴대폰용 카메라모듈
현대바이오랜드,기타 화학제품 제조업,"천연물질 추출물, 미생물 배양제품"
SFA반도체,반도체 제조업,"반도체패키지(SOP,DIP,QFP)"
